Disposal_ID,Latitude,Longitude,Type,Capacity,Status
2396,12.887418,77.529216,Bin,Medium,Available
2397,12.893055,77.716781,Recycling,High,Available
2398,12.911202,77.526183,Bin,Medium,Available
2399,13.026376,77.688075,Bin,Medium,Available
2400,12.937362,77.524418,Bin,Low,Available
2401,13.057535,77.748589,Bin,Low,Available
2402,12.902882,77.587702,Bin,Low,Available
2403,13.051099,77.52248,Bin,Low,Available
2404,13.098043,77.679458,Bin,High,Available
2405,13.051679,77.455789,Bin,Medium,Available
2406,13.095621,77.682892,Recycling,Low,Full
2407,12.930338,77.796348,Bin,Medium,Available
2408,12.958161,77.613829,Recycling,Medium,Available
2409,12.863635,77.744774,Bin,Medium,Available
2410,12.997917,77.45443,Bin,Medium,Available
2411,12.897972,77.678645,Bin,Medium,Available
2412,12.995044,77.681618,Recycling,Low,Available
2413,12.869671,77.599153,Recycling,Low,Available
2414,12.875222,77.66195,Bin,Medium,Full
2415,12.971606,77.49706,Bin,Medium,Available
2416,12.982751,77.689038,Bin,High,Available
2417,13.04465,77.537048,Bin,High,Available
2418,13.044776,77.703676,Bin,Medium,Available
2419,13.09183,77.733993,Bin,Low,Available
2420,12.936222,77.462217,Bin,Medium,Available
2421,13.05048,77.770277,Recycling,High,Available
2422,12.915893,77.522985,Recycling,High,Available
2423,13.070367,77.673545,Bin,Medium,Available
2424,12.857864,77.693416,Bin,Medium,Available
2425,12.919344,77.616562,Bin,Medium,Available
2426,12.962791,77.661276,Recycling,High,Full
2427,12.917501,77.462244,Bin,Low,Full
2428,13.012311,77.478596,Bin,Low,Available
2429,13.033854,77.750875,Recycling,Low,Available
2430,12.910081,77.575567,Recycling,Medium,Available
2431,12.97253,77.4601,Bin,Medium,Available
2432,12.903833,77.702668,Recycling,Medium,Available
2433,12.951007,77.687423,Recycling,High,Available
2434,12.95276,77.507967,Bin,Medium,Full
2435,12.948651,77.512946,Bin,Medium,Available
2436,12.908395,77.707595,Bin,Medium,Available
2437,12.916557,77.661152,Bin,Medium,Available
2438,12.936644,77.742573,Recycling,Medium,Available
2439,12.867952,77.482997,Bin,Low,Available
2440,13.0383,77.553022,Recycling,High,Available
2441,13.032206,77.711722,Bin,Low,Available
2442,13.080349,77.673866,Bin,Medium,Available
2443,12.997882,77.706922,Bin,High,Available
2444,13.003768,77.502777,Recycling,High,Available
2445,12.97206,77.540611,Recycling,High,Available
2446,13.069257,77.513341,Recycling,Medium,Available
2447,12.88956,77.508665,Bin,Medium,Available
2448,12.878174,77.475309,Recycling,High,Available
2449,12.990068,77.479637,Recycling,High,Available
2450,13.081547,77.734009,Recycling,Medium,Available
2451,12.90445,77.56452,Bin,Low,Available
2452,12.967015,77.531568,Bin,High,Available
2453,13.016607,77.653953,Bin,Low,Full
2454,12.912134,77.481958,Recycling,Low,Available
2455,12.857071,77.497974,Bin,Low,Available
2456,13.059252,77.58066,Recycling,Low,Available
2457,12.887684,77.667196,Bin,Medium,Available
2458,12.986426,77.669671,Recycling,Low,Available
2459,13.029426,77.663957,Bin,Medium,Available
2460,12.954847,77.512396,Recycling,High,Available
2461,13.020015,77.764049,Bin,Low,Available
2462,13.049753,77.462689,Recycling,Medium,Available
2463,12.923181,77.511025,Recycling,High,Available
2464,13.088105,77.738329,Bin,Medium,Available
2465,12.989681,77.470316,Bin,Low,Available
2466,13.056237,77.532977,Bin,Medium,Available
2467,12.921838,77.65737,Bin,Low,Available
2468,12.875288,77.727288,Recycling,Medium,Available
2469,12.886712,77.642861,Bin,Medium,Full
2470,12.898925,77.717597,Bin,Medium,Available
2471,12.938119,77.510738,Bin,Medium,Available
2472,13.014155,77.771598,Bin,Low,Available
2473,13.0635,77.650074,Bin,Low,Available
2474,12.919623,77.780107,Recycling,Low,Available
2475,12.906265,77.593772,Recycling,Medium,Available
2476,12.901972,77.730114,Bin,Medium,Available
2477,12.933562,77.785945,Bin,Medium,Available
2478,13.044747,77.569038,Bin,Medium,Available
2479,13.02818,77.758696,Bin,Low,Full
2480,12.958753,77.66814,Bin,Medium,Available
2481,13.038786,77.731313,Bin,Medium,Available
2482,12.870988,77.568848,Bin,High,Available
2483,13.014981,77.631177,Bin,High,Available
2484,12.876731,77.62283,Recycling,High,Available
2485,13.071574,77.545019,Bin,High,Full
2486,12.999058,77.651052,Recycling,High,Full
2487,12.988187,77.788676,Recycling,Low,Available
2488,12.974956,77.585648,Bin,Low,Available
2489,13.067723,77.524712,Bin,High,Available
2490,12.939592,77.604188,Bin,Medium,Available
2491,12.963026,77.736118,Bin,Medium,Available
2492,13.029431,77.645317,Bin,Low,Available
2493,12.920656,77.685697,Bin,High,Available
2494,12.927505,77.634768,Bin,High,Available
2495,12.961096,77.747298,Bin,Low,Available
2496,13.026674,77.790641,Recycling,Medium,Full
2497,12.850876,77.45967,Recycling,Low,Available
2498,12.909287,77.599135,Recycling,Medium,Available
2499,12.975818,77.774175,Recycling,Medium,Full
2500,13.027155,77.471857,Bin,Low,Available
2501,12.895935,77.62902,Bin,High,Available
2502,13.077033,77.780706,Bin,Medium,Available
2503,13.077173,77.631443,Bin,Low,Available
2504,13.085059,77.692518,Recycling,Medium,Available
2505,13.093579,77.456011,Recycling,Medium,Available
2506,13.022289,77.793189,Recycling,Low,Available
2507,12.991385,77.673057,Recycling,Low,Full
2508,13.009685,77.746466,Bin,Medium,Full
2509,12.99553,77.753406,Recycling,Medium,Available
2510,12.850878,77.464007,Bin,Low,Available
2511,12.926234,77.576023,Bin,Low,Available
2512,13.018486,77.638067,Bin,Medium,Available
2513,12.956923,77.674392,Recycling,High,Available
2514,13.011179,77.511975,Bin,High,Available
2515,13.08191,77.592567,Recycling,Medium,Available
2516,12.996689,77.5461,Bin,High,Available
2517,13.049137,77.550876,Bin,High,Available
2518,13.000344,77.663494,Bin,High,Available
2519,12.950933,77.751833,Bin,Medium,Full
2520,13.006349,77.735939,Bin,High,Full
2521,12.91823,77.509381,Bin,High,Available
2522,12.851025,77.570027,Recycling,Medium,Available
2523,12.898144,77.574631,Bin,Low,Full
2524,13.099413,77.50744,Bin,Medium,Available
2525,12.901205,77.555499,Bin,High,Available
2526,13.008738,77.585526,Recycling,High,Available
2527,12.905753,77.633971,Bin,Medium,Available
2528,12.980518,77.565818,Bin,High,Available
2529,13.013708,77.465189,Bin,Medium,Available
2530,12.855587,77.51003,Bin,High,Available
2531,13.017065,77.513867,Bin,Medium,Available
2532,13.098763,77.778236,Bin,High,Available
2533,13.088262,77.548639,Bin,Low,Available
2534,13.031685,77.780516,Bin,High,Available
2535,12.915704,77.46583,Bin,Medium,Available
2536,12.865579,77.512835,Bin,High,Available
2537,12.984412,77.657587,Bin,Low,Available
2538,12.862818,77.588484,Bin,Medium,Available
2539,12.98303,77.601983,Bin,High,Available
2540,13.033555,77.715119,Bin,Low,Available
2541,12.873303,77.466076,Bin,Low,Available
2542,13.062284,77.532475,Recycling,High,Full
2543,13.059391,77.577339,Bin,Medium,Available
2544,13.062494,77.798597,Bin,Medium,Available
2545,12.8512,77.62819,Bin,High,Available
2546,13.079117,77.669829,Recycling,Low,Full
2547,13.018786,77.509582,Bin,High,Available
2548,12.965634,77.559716,Bin,High,Available
2549,12.956726,77.793671,Recycling,High,Available
2550,12.908519,77.594152,Recycling,Low,Available
2551,12.861659,77.601322,Recycling,Low,Available
2552,13.083124,77.532925,Bin,High,Full
2553,12.908732,77.485116,Bin,High,Available
2554,13.018559,77.567627,Bin,Medium,Available
2555,13.032209,77.604476,Bin,Low,Available
2556,12.916437,77.483191,Bin,Low,Available
2557,13.036693,77.563914,Bin,High,Available
2558,13.089674,77.457504,Recycling,High,Full
2559,12.891973,77.564387,Bin,Medium,Available
2560,12.929268,77.638827,Bin,Medium,Full
2561,13.042887,77.472633,Bin,Low,Available
2562,13.089222,77.757672,Bin,Low,Available
2563,12.983129,77.489987,Bin,Low,Available
2564,12.904984,77.789927,Recycling,Medium,Available
2565,12.9792,77.524707,Bin,High,Available
2566,13.008447,77.639361,Recycling,High,Available
2567,12.92644,77.610855,Bin,Medium,Available
2568,12.875825,77.519177,Bin,High,Available
2569,13.020384,77.56866,Bin,Medium,Available
2570,12.862644,77.622655,Bin,Medium,Full
2571,12.895674,77.558936,Bin,High,Available
2572,13.035966,77.749731,Bin,Medium,Available
2573,13.058214,77.465521,Bin,Medium,Available
2574,12.959072,77.638982,Bin,Medium,Available
2575,13.075297,77.541292,Recycling,Medium,Available
2576,13.031158,77.462443,Recycling,High,Available
2577,12.914353,77.583504,Bin,Medium,Available
2578,13.005283,77.507492,Recycling,High,Available
2579,13.063182,77.536501,Bin,Medium,Available
2580,12.991791,77.764769,Recycling,Medium,Available
2581,12.870952,77.50625,Recycling,Medium,Available
2582,12.927152,77.662575,Bin,Medium,Available
2583,12.865957,77.565625,Bin,High,Available
2584,12.894153,77.642052,Bin,Low,Available
2585,13.097017,77.680592,Bin,Medium,Available
2586,12.936218,77.677166,Recycling,Low,Available
2587,12.880389,77.525247,Bin,Low,Full
2588,12.96486,77.477183,Recycling,High,Available
2589,13.083368,77.527045,Recycling,Medium,Full
2590,13.049228,77.571273,Recycling,Low,Available
2591,12.876976,77.777277,Bin,Medium,Available
2592,13.089982,77.567267,Recycling,High,Available
2593,12.944543,77.711711,Recycling,High,Available
2594,13.072077,77.585654,Bin,High,Available
2595,13.046128,77.658657,Recycling,Low,Available
2596,13.058211,77.456731,Bin,High,Available
2597,13.093886,77.513886,Bin,High,Available
2598,12.995281,77.635465,Recycling,Low,Available
2599,12.888863,77.65858,Bin,Medium,Available
2600,12.856693,77.482178,Bin,Medium,Full
2601,13.023668,77.452835,Bin,Low,Available
2602,13.097877,77.63592,Bin,Low,Available
2603,13.064024,77.508598,Bin,Medium,Available
2604,12.943971,77.774706,Bin,Medium,Available
2605,12.906497,77.679745,Bin,Low,Available
2606,13.082496,77.643113,Recycling,Medium,Available
2607,12.973738,77.781008,Recycling,High,Available
2608,12.987417,77.613447,Recycling,Low,Available
2609,12.952837,77.535179,Bin,High,Available
2610,13.065341,77.740897,Bin,Medium,Available
2611,13.078813,77.591492,Bin,Medium,Available
2612,12.91294,77.581198,Recycling,High,Available
2613,12.967254,77.755837,Bin,High,Available
2614,13.019635,77.653893,Bin,High,Available
2615,12.936757,77.638388,Recycling,Low,Available
2616,12.94991,77.51612,Recycling,Low,Available
2617,12.865969,77.574746,Bin,Medium,Available
2618,12.957262,77.529369,Bin,High,Full
2619,12.886308,77.460423,Recycling,Medium,Available
2620,13.045179,77.560141,Bin,High,Available
2621,12.888436,77.496629,Bin,High,Available
2622,12.855347,77.780461,Bin,Low,Available
2623,12.908757,77.597702,Recycling,High,Available
2624,12.952725,77.644253,Bin,Low,Full
2625,12.896675,77.51944,Bin,Medium,Available
2626,12.886989,77.582354,Bin,Low,Available
2627,12.989336,77.761007,Bin,Low,Available
2628,13.03668,77.488451,Bin,Low,Available
2629,12.970738,77.554369,Recycling,Medium,Available
2630,12.951984,77.624036,Bin,High,Full
2631,12.895372,77.492134,Bin,Medium,Available
2632,13.061981,77.713139,Bin,Medium,Available
2633,12.978184,77.616478,Bin,Medium,Available
2634,13.003214,77.701719,Bin,Medium,Available
2635,12.96237,77.534585,Bin,Medium,Available
2636,13.093012,77.576517,Bin,Low,Available
2637,13.043201,77.537388,Bin,Medium,Available
2638,13.069088,77.605328,Bin,High,Full
2639,12.89101,77.459086,Bin,Low,Full
2640,12.989629,77.580642,Recycling,Medium,Available
2641,13.085305,77.747331,Recycling,Medium,Available
2642,12.894838,77.650628,Recycling,Low,Available
2643,12.97262,77.463932,Recycling,Low,Available
2644,12.871416,77.781404,Bin,Low,Available
2645,13.086501,77.699166,Recycling,Medium,Available
2646,12.877505,77.645944,Bin,High,Available
2647,12.953248,77.502969,Recycling,Low,Available
2648,12.90288,77.644912,Recycling,Medium,Available
2649,12.966135,77.711839,Bin,Low,Full
2650,13.088538,77.796663,Recycling,Low,Available
2651,12.935056,77.561346,Recycling,High,Available
2652,12.896491,77.768334,Recycling,Low,Full
2653,12.918062,77.478304,Bin,Medium,Available
2654,12.929713,77.797485,Bin,High,Available
2655,12.869696,77.546916,Bin,Low,Available
2656,12.993689,77.564836,Recycling,Low,Available
2657,12.853414,77.618589,Bin,High,Available
2658,12.972528,77.480306,Bin,High,Available
2659,12.992052,77.734974,Recycling,High,Full
2660,13.084421,77.591932,Bin,High,Available
2661,13.09888,77.454787,Bin,Low,Available
2662,12.905632,77.698193,Bin,High,Available
2663,12.912701,77.538492,Bin,High,Full
2664,13.063035,77.787709,Bin,High,Available
2665,13.073667,77.454069,Recycling,Medium,Available
2666,12.881801,77.588579,Bin,Low,Available
2667,13.051441,77.453235,Bin,Low,Available
2668,12.913563,77.540649,Bin,Medium,Available
2669,12.893878,77.536511,Recycling,Medium,Available
2670,12.910386,77.621661,Bin,Low,Available
2671,12.949665,77.497908,Bin,High,Available
2672,13.00614,77.787042,Recycling,Medium,Available
2673,12.882034,77.629236,Bin,Low,Available
2674,12.882754,77.694645,Bin,Medium,Available
2675,12.884943,77.654195,Recycling,Low,Available
2676,13.067365,77.475295,Recycling,Medium,Available
2677,12.92742,77.553991,Bin,High,Available
2678,13.017431,77.729562,Bin,Medium,Available
2679,13.04561,77.55824,Bin,High,Available
2680,12.866656,77.630618,Bin,Medium,Full
2681,12.971402,77.613167,Bin,Low,Available
2682,13.079745,77.68448,Bin,Low,Available
2683,13.0411,77.743951,Bin,High,Available
2684,13.024135,77.658859,Bin,High,Available
2685,12.91372,77.73477,Bin,High,Available
2686,12.944248,77.772646,Bin,High,Available
2687,13.062184,77.498719,Bin,High,Available
2688,13.036642,77.731635,Recycling,High,Available
2689,12.893281,77.466734,Bin,Low,Available
2690,12.896236,77.463627,Bin,High,Available
2691,12.939521,77.76298,Bin,High,Available
2692,12.895866,77.687674,Recycling,Medium,Full
2693,12.887683,77.547593,Bin,Low,Available
2694,13.079408,77.477338,Bin,Medium,Full
2695,13.099424,77.713686,Recycling,High,Full
2696,13.026818,77.477917,Bin,Medium,Available
2697,12.918346,77.65209,Recycling,Low,Available
2698,13.030682,77.787384,Recycling,High,Available
2699,12.901067,77.640833,Recycling,High,Available
2700,12.898817,77.65989,Bin,Low,Available
2701,12.878305,77.744952,Bin,Low,Full
2702,12.944772,77.453355,Bin,Low,Available
2703,12.869372,77.657641,Bin,Medium,Full
2704,12.956085,77.770492,Bin,Medium,Available
2705,12.868294,77.481317,Bin,Medium,Available
2706,13.079068,77.585928,Bin,Medium,Full
2707,13.057771,77.769108,Bin,High,Available
2708,12.902186,77.780493,Bin,High,Available
2709,13.05486,77.546573,Bin,Low,Available
2710,12.937024,77.680088,Bin,Low,Available
2711,12.954748,77.735179,Recycling,Low,Available
2712,13.042091,77.55109,Bin,Medium,Available
2713,12.856496,77.503482,Bin,Low,Available
2714,12.934463,77.477255,Bin,High,Available
2715,13.013358,77.584543,Bin,Medium,Available
2716,13.061802,77.622179,Recycling,Medium,Full
2717,13.042622,77.788083,Bin,Medium,Available
2718,13.070073,77.787451,Bin,High,Available
2719,12.986394,77.512947,Bin,High,Available
2720,13.0081,77.657534,Bin,Medium,Available
2721,12.896795,77.730218,Recycling,Low,Available
2722,12.963734,77.711718,Bin,Low,Available
2723,13.08915,77.586947,Bin,High,Available
2724,13.029793,77.646946,Recycling,Medium,Full
2725,13.024845,77.707291,Bin,Medium,Available
2726,12.924177,77.64697,Bin,High,Available
2727,13.057362,77.660955,Bin,Medium,Available
2728,12.930867,77.573035,Bin,High,Available
2729,13.015624,77.57993,Bin,Medium,Available
2730,13.032309,77.691693,Bin,Medium,Available
2731,12.8572,77.595191,Bin,Medium,Available
2732,12.927211,77.560348,Bin,Medium,Available
2733,12.937356,77.696816,Bin,Medium,Available
2734,13.009087,77.681001,Bin,Low,Available
2735,13.009848,77.755506,Bin,Low,Available
2736,13.058122,77.758204,Bin,High,Available
2737,12.876809,77.482402,Recycling,Low,Available
2738,12.968177,77.558746,Recycling,Low,Available
2739,13.043543,77.460648,Bin,High,Full
2740,13.069074,77.561784,Bin,Low,Available
2741,12.873556,77.560316,Recycling,Medium,Available
2742,12.958345,77.610621,Recycling,Low,Available
2743,12.955016,77.471401,Bin,High,Available
2744,12.867398,77.503771,Recycling,High,Available
2745,12.967057,77.760914,Recycling,High,Available
2746,13.010679,77.610305,Recycling,High,Available
2747,12.862889,77.78556,Bin,High,Available
2748,12.879775,77.478155,Bin,Low,Available
2749,13.025374,77.79524,Bin,Medium,Available
2750,12.984859,77.631209,Bin,Low,Available
2751,12.875389,77.696714,Bin,High,Full
2752,13.093973,77.778678,Bin,Medium,Available
2753,13.051552,77.760951,Recycling,Medium,Available
2754,12.874395,77.464086,Recycling,Medium,Full
2755,12.874314,77.74947,Bin,High,Available
2756,13.078998,77.554248,Recycling,Low,Available
2757,12.957904,77.739913,Bin,High,Available
2758,12.902357,77.782109,Bin,High,Available
2759,12.975037,77.597823,Bin,Medium,Available
2760,12.900972,77.51547,Bin,High,Available
2761,13.073302,77.672791,Bin,Medium,Available
2762,13.022335,77.474398,Recycling,High,Available
2763,13.042008,77.454425,Bin,Low,Available
2764,13.038969,77.734773,Bin,Medium,Available
2765,12.88885,77.677427,Bin,Low,Available
2766,13.013391,77.501054,Bin,Low,Available
2767,12.906638,77.588302,Bin,Medium,Available
2768,13.029817,77.494284,Bin,High,Available
2769,12.887085,77.457747,Bin,Medium,Full
2770,13.071733,77.593795,Bin,Low,Available
2771,12.884521,77.496299,Bin,Low,Available
2772,13.090395,77.652466,Recycling,Medium,Available
2773,12.931145,77.514011,Bin,High,Full
2774,12.861227,77.502621,Bin,Low,Available
2775,12.882274,77.609779,Bin,Medium,Available
2776,12.957032,77.79414,Bin,High,Available
2777,13.088015,77.726538,Bin,High,Available
2778,12.965708,77.79624,Recycling,High,Available
2779,13.06872,77.697285,Recycling,Medium,Full
2780,13.05626,77.74536,Bin,Medium,Available
2781,13.083914,77.655142,Bin,Low,Available
2782,13.05913,77.735078,Bin,Medium,Available
2783,12.852139,77.741763,Bin,Medium,Available
2784,12.981672,77.774349,Bin,High,Available
2785,12.859538,77.600436,Bin,High,Available
2786,12.85726,77.464175,Bin,High,Available
2787,12.988645,77.72994,Bin,Low,Available
2788,13.00707,77.706937,Bin,High,Available
2789,13.087773,77.638419,Bin,Low,Available
2790,13.042345,77.697419,Bin,Medium,Available
2791,13.098964,77.764054,Bin,High,Full
2792,12.938387,77.701826,Bin,Medium,Available
2793,12.93064,77.598552,Bin,High,Available
2794,12.950037,77.762919,Bin,Medium,Full
2795,13.071682,77.509313,Bin,High,Available
2796,12.942893,77.518261,Bin,High,Available
2797,13.092253,77.720696,Bin,Low,Full
2798,12.935113,77.55919,Recycling,Medium,Available
2799,13.072274,77.797676,Bin,High,Available
2800,12.981018,77.770186,Recycling,Low,Available
2801,12.870129,77.646629,Bin,Medium,Available
2802,12.951306,77.463976,Recycling,Low,Available
2803,13.067512,77.711193,Bin,Low,Available
2804,12.947676,77.718128,Bin,Medium,Available
2805,13.03714,77.765777,Bin,Medium,Available
2806,12.967102,77.759849,Bin,High,Available
2807,13.083539,77.715008,Bin,Low,Available
2808,12.892527,77.623219,Bin,High,Available
2809,13.046407,77.779669,Recycling,Low,Available
2810,12.936935,77.589951,Bin,High,Available
2811,12.980924,77.793857,Bin,Medium,Available
2812,12.88779,77.664036,Bin,High,Available
2813,12.932266,77.659368,Bin,Low,Available
2814,12.938409,77.633707,Bin,Medium,Available
2815,12.926937,77.494249,Recycling,High,Available
2816,12.951773,77.624499,Bin,Medium,Available
2817,13.030369,77.47169,Bin,High,Available
2818,12.887272,77.794762,Recycling,High,Available
2819,12.895961,77.779494,Bin,High,Available
2820,12.933822,77.794939,Bin,Low,Available
2821,12.970486,77.464865,Bin,Medium,Available
2822,12.938735,77.793892,Bin,Medium,Available
2823,13.033466,77.798164,Recycling,Medium,Available
2824,13.058757,77.777591,Recycling,Medium,Full
2825,12.888982,77.538742,Bin,Low,Available
2826,13.063231,77.722612,Bin,Medium,Available
2827,12.947708,77.744458,Bin,Medium,Available
2828,13.071307,77.538205,Bin,High,Available
2829,13.072304,77.57124,Bin,High,Available
2830,12.979031,77.566467,Bin,Medium,Available
2831,13.069818,77.722721,Bin,Medium,Available
2832,12.896134,77.545621,Bin,Medium,Available
2833,12.983059,77.718944,Recycling,Medium,Available
2834,12.933566,77.758437,Bin,High,Available
2835,12.90461,77.639844,Bin,Medium,Available
2836,13.059028,77.687325,Bin,Low,Full
2837,13.060419,77.726152,Bin,Medium,Available
2838,12.984619,77.501061,Bin,Medium,Available
2839,12.974636,77.756479,Bin,High,Available
2840,12.859177,77.514951,Recycling,Medium,Full
2841,12.981177,77.457788,Recycling,Low,Available
2842,12.892026,77.570906,Recycling,High,Available
2843,13.05735,77.516777,Recycling,Medium,Available
2844,12.925626,77.49612,Bin,Low,Available
2845,13.098626,77.454203,Bin,Medium,Full
2846,12.976501,77.640295,Bin,Low,Available
2847,12.952164,77.468407,Bin,Medium,Available
2848,12.883574,77.77642,Recycling,Low,Available
2849,13.003373,77.48349,Bin,Low,Full
2850,13.063128,77.652941,Bin,High,Full
2851,13.092333,77.493883,Bin,Medium,Available
2852,12.854616,77.471691,Recycling,High,Available
2853,13.072763,77.657786,Recycling,Medium,Available
2854,12.958432,77.610055,Bin,Low,Full
2855,12.911034,77.519493,Bin,Medium,Available
2856,13.042973,77.630829,Bin,High,Available
2857,12.992661,77.759468,Bin,Medium,Full
2858,12.938289,77.610555,Recycling,Low,Available
2859,13.064856,77.753963,Bin,Medium,Available
2860,13.03464,77.542802,Bin,Medium,Full
2861,13.073959,77.784679,Recycling,Medium,Available
2862,13.043712,77.708938,Bin,Low,Full
2863,12.963901,77.577167,Bin,Medium,Available
2864,13.059235,77.551478,Bin,Medium,Available
2865,13.091365,77.733248,Recycling,Low,Available
2866,12.989426,77.551604,Recycling,Medium,Full
2867,12.913698,77.620024,Bin,Low,Available
2868,12.960821,77.606353,Bin,Low,Available
2869,12.933812,77.450462,Bin,Low,Available
2870,12.882963,77.627689,Bin,Medium,Available
2871,12.963002,77.631682,Recycling,Medium,Available
2872,12.958651,77.596208,Recycling,Low,Available
2873,12.906043,77.575688,Bin,Medium,Available
2874,13.046653,77.577575,Recycling,Medium,Available
2875,13.058885,77.705456,Recycling,Low,Available
2876,13.065457,77.626413,Bin,Medium,Available
2877,12.92114,77.651416,Bin,Medium,Available
2878,12.860709,77.686527,Bin,Low,Available
2879,12.898558,77.595446,Bin,High,Available
2880,13.001757,77.45794,Recycling,Medium,Available
2881,13.054708,77.520093,Bin,Medium,Available
2882,13.072428,77.603076,Bin,High,Full
2883,13.021108,77.613762,Bin,High,Available
2884,12.86715,77.638084,Bin,Low,Available
2885,12.884304,77.50618,Bin,Low,Available
2886,13.052232,77.608387,Bin,Low,Available
2887,12.914392,77.640364,Recycling,Medium,Available
2888,12.879581,77.723271,Bin,High,Available
2889,13.034666,77.767551,Recycling,Medium,Available
2890,12.91642,77.77753,Bin,Low,Available
2891,12.881763,77.625886,Bin,Medium,Available
2892,13.085876,77.720674,Recycling,Medium,Available
2893,12.971343,77.520379,Bin,Medium,Available
2894,13.099567,77.467216,Bin,Medium,Available
2895,12.992838,77.502492,Recycling,Medium,Available
2896,13.02891,77.761165,Recycling,Medium,Available
2897,12.975801,77.719057,Recycling,Low,Available
2898,13.044029,77.601078,Bin,Medium,Available
2899,13.099951,77.622547,Bin,Low,Available
2900,12.989704,77.6406,Bin,Medium,Available
2901,12.914775,77.570435,Recycling,Medium,Available
2902,12.963181,77.727671,Recycling,Medium,Full
2903,13.084805,77.652994,Bin,Medium,Available
2904,13.012721,77.512229,Bin,Medium,Available
2905,12.974918,77.711361,Bin,Low,Available
2906,12.904832,77.540252,Bin,Medium,Available
2907,12.866889,77.510001,Recycling,Medium,Full
2908,13.062188,77.629032,Recycling,Low,Available
2909,12.918096,77.741222,Bin,High,Available
2910,13.070297,77.556472,Bin,Medium,Available
2911,13.01136,77.781633,Bin,High,Available
2912,13.051829,77.584356,Bin,High,Available
2913,12.983665,77.457068,Bin,Medium,Available
2914,12.99565,77.500159,Bin,Medium,Available
2915,13.067582,77.721552,Bin,High,Available
2916,13.035966,77.499014,Bin,Low,Available
2917,12.854216,77.503064,Bin,Low,Available
2918,13.022978,77.460164,Bin,Low,Full
2919,13.083274,77.528926,Bin,Low,Full
2920,12.980747,77.465128,Bin,Low,Available
2921,13.017482,77.614461,Bin,Low,Available
2922,12.875036,77.732625,Bin,Medium,Available
2923,12.906495,77.673814,Bin,Medium,Available
2924,12.972817,77.556219,Bin,Medium,Available
2925,12.966468,77.470189,Bin,Medium,Full
2926,13.070701,77.47448,Bin,Medium,Available
2927,13.041358,77.710482,Recycling,Low,Available
2928,13.056797,77.684703,Recycling,Low,Available
2929,12.992262,77.462486,Bin,Medium,Available
2930,12.918332,77.674122,Bin,High,Available
2931,12.916665,77.794703,Recycling,Low,Available
2932,12.877584,77.45962,Bin,Low,Available
2933,13.027667,77.793563,Recycling,Medium,Available
2934,13.099865,77.69855,Recycling,High,Available
2935,13.026196,77.747782,Recycling,Low,Available
2936,13.020139,77.536614,Bin,Low,Available
2937,12.96038,77.635217,Bin,Medium,Available
2938,12.889741,77.466572,Bin,Medium,Available
2939,12.892312,77.487994,Recycling,Medium,Full
2940,13.028579,77.564365,Bin,Medium,Available
2941,12.879419,77.51155,Recycling,Medium,Available
2942,13.018379,77.598292,Bin,Low,Available
2943,13.094788,77.475706,Bin,Low,Available
2944,12.944677,77.736338,Recycling,Low,Available
2945,13.009225,77.63264,Bin,Low,Available
2946,12.950304,77.728447,Recycling,Low,Available
2947,13.077038,77.637428,Recycling,Low,Available
2948,12.984857,77.751246,Bin,Low,Available
2949,13.06646,77.778609,Recycling,High,Available
2950,12.861927,77.501662,Bin,High,Full
2951,12.896709,77.666882,Recycling,Medium,Available
2952,12.964453,77.581528,Bin,Medium,Available
2953,13.098499,77.640239,Bin,High,Available
2954,12.897309,77.732805,Bin,High,Available
2955,12.858297,77.630955,Bin,High,Available
2956,13.080901,77.724046,Bin,High,Available
2957,13.017238,77.741292,Bin,Medium,Available
2958,12.924489,77.513909,Bin,Low,Available
2959,12.850139,77.662912,Bin,High,Available
2960,12.971501,77.59248,Bin,Medium,Full
2961,13.084037,77.74681,Recycling,Medium,Available
2962,13.035523,77.693651,Recycling,High,Full
2963,12.937126,77.741549,Bin,Medium,Available
2964,13.0464,77.765132,Bin,Medium,Available
2965,13.097387,77.617591,Bin,Medium,Available
2966,12.869022,77.661261,Recycling,High,Available
2967,13.098347,77.694554,Bin,Low,Available
2968,13.059544,77.457574,Bin,High,Available
2969,13.045684,77.711153,Bin,High,Available
2970,12.988348,77.675501,Bin,High,Available
2971,12.864411,77.778042,Bin,Medium,Available
2972,13.058684,77.461597,Bin,Medium,Available
2973,13.026477,77.587782,Bin,Low,Available
2974,13.058452,77.588264,Bin,Low,Available
2975,12.853034,77.621025,Bin,High,Available
2976,13.041298,77.65919,Recycling,Medium,Available
2977,13.071785,77.467236,Bin,Low,Available
2978,12.852652,77.75158,Bin,Low,Available
2979,12.8967,77.66854,Bin,Medium,Available
2980,13.014032,77.744714,Recycling,High,Available
2981,13.072222,77.562768,Bin,High,Full
2982,13.01389,77.531003,Bin,Medium,Full
2983,12.887399,77.739091,Bin,High,Full
2984,12.956873,77.577768,Recycling,Medium,Available
2985,13.005707,77.503511,Recycling,Low,Full
2986,12.912643,77.706858,Bin,Medium,Available
2987,13.036973,77.644885,Recycling,Medium,Available
2988,13.038237,77.503019,Bin,Medium,Available
2989,12.930528,77.690247,Bin,High,Full
2990,12.991299,77.664002,Bin,High,Available
2991,13.003763,77.792689,Bin,High,Available
2992,12.865091,77.72916,Bin,High,Available
