Location_ID,Date,Waste_Level,Pickup_Status,Delay_Days
14,2024-04-28,Low,Not Picked,2
14,2024-04-29,High,Not Picked,4
15,2024-01-01,High,Not Picked,1
15,2024-01-02,Low,Not Picked,1
15,2024-01-03,High,Picked,0
15,2024-01-04,High,Not Picked,1
15,2024-01-05,Medium,Picked,0
15,2024-01-06,High,Not Picked,2
15,2024-01-07,Low,Picked,0
15,2024-01-08,Medium,Picked,0
15,2024-01-09,High,Not Picked,2
15,2024-01-10,High,Picked,0
15,2024-01-11,Medium,Not Picked,1
15,2024-01-12,Medium,Not Picked,2
15,2024-01-13,Low,Picked,0
15,2024-01-14,Medium,Not Picked,1
15,2024-01-15,Low,Not Picked,1
15,2024-01-16,Medium,Picked,0
15,2024-01-17,Low,Not Picked,0
15,2024-01-18,Medium,Picked,0
15,2024-01-19,Low,Not Picked,0
15,2024-01-20,Medium,Not Picked,0
15,2024-01-21,Low,Not Picked,0
15,2024-01-22,Medium,Not Picked,0
15,2024-01-23,Medium,Picked,0
15,2024-01-24,Medium,Not Picked,1
15,2024-01-25,Medium,Picked,0
15,2024-01-26,Low,Not Picked,0
15,2024-01-27,Medium,Not Picked,0
15,2024-01-28,Low,Not Picked,0
15,2024-01-29,Medium,Not Picked,1
15,2024-01-30,Low,Not Picked,1
15,2024-01-31,Low,Not Picked,0
15,2024-02-01,Low,Not Picked,0
15,2024-02-02,Low,Not Picked,0
15,2024-02-03,Medium,Picked,0
15,2024-02-04,Medium,Not Picked,0
15,2024-02-05,Medium,Not Picked,0
15,2024-02-06,High,Picked,0
15,2024-02-07,High,Not Picked,1
15,2024-02-08,Low,Not Picked,0
15,2024-02-09,Medium,Picked,0
15,2024-02-10,Medium,Not Picked,1
15,2024-02-11,Medium,Picked,0
15,2024-02-12,High,Not Picked,1
15,2024-02-13,Medium,Not Picked,1
15,2024-02-14,Medium,Not Picked,1
15,2024-02-15,High,Picked,0
15,2024-02-16,Low,Picked,0
15,2024-02-17,Low,Not Picked,0
15,2024-02-18,High,Not Picked,1
15,2024-02-19,Medium,Not Picked,1
15,2024-02-20,Low,Not Picked,0
15,2024-02-21,Medium,Not Picked,0
15,2024-02-22,Medium,Picked,0
15,2024-02-23,Low,Not Picked,0
15,2024-02-24,High,Picked,0
15,2024-02-25,Medium,Picked,0
15,2024-02-26,Low,Not Picked,0
15,2024-02-27,Medium,Not Picked,0
15,2024-02-28,Low,Not Picked,0
15,2024-02-29,Low,Not Picked,0
15,2024-03-01,Medium,Not Picked,0
15,2024-03-02,High,Not Picked,1
15,2024-03-03,Medium,Not Picked,2
15,2024-03-04,High,Picked,0
15,2024-03-05,Medium,Not Picked,0
15,2024-03-06,High,Picked,0
15,2024-03-07,Medium,Picked,0
15,2024-03-08,Medium,Not Picked,1
15,2024-03-09,Medium,Picked,0
15,2024-03-10,High,Not Picked,1
15,2024-03-11,Medium,Not Picked,1
15,2024-03-12,Medium,Not Picked,1
15,2024-03-13,Medium,Not Picked,2
15,2024-03-14,Medium,Picked,0
15,2024-03-15,Low,Not Picked,0
15,2024-03-16,High,Picked,0
15,2024-03-17,Low,Not Picked,0
15,2024-03-18,High,Not Picked,1
15,2024-03-19,Low,Picked,0
15,2024-03-20,Medium,Not Picked,1
15,2024-03-21,Medium,Not Picked,1
15,2024-03-22,Medium,Not Picked,2
15,2024-03-23,High,Not Picked,3
15,2024-03-24,Low,Picked,0
15,2024-03-25,High,Picked,0
15,2024-03-26,Medium,Not Picked,0
15,2024-03-27,High,Not Picked,2
15,2024-03-28,Low,Picked,0
15,2024-03-29,Medium,Not Picked,0
15,2024-03-30,Medium,Not Picked,0
15,2024-03-31,High,Picked,0
15,2024-04-01,Medium,Not Picked,1
15,2024-04-02,Low,Not Picked,0
15,2024-04-03,Medium,Not Picked,0
15,2024-04-04,High,Not Picked,1
15,2024-04-05,High,Not Picked,2
15,2024-04-06,Low,Not Picked,1
15,2024-04-07,Low,Picked,0
15,2024-04-08,Low,Not Picked,0
15,2024-04-09,Low,Not Picked,0
15,2024-04-10,High,Picked,0
15,2024-04-11,Medium,Not Picked,0
15,2024-04-12,Low,Not Picked,0
15,2024-04-13,Medium,Not Picked,0
15,2024-04-14,Low,Not Picked,0
15,2024-04-15,Medium,Not Picked,1
15,2024-04-16,Low,Picked,0
15,2024-04-17,High,Not Picked,1
15,2024-04-18,Medium,Picked,0
15,2024-04-19,Low,Picked,0
15,2024-04-20,Low,Not Picked,0
15,2024-04-21,Medium,Picked,0
15,2024-04-22,Low,Not Picked,0
15,2024-04-23,Low,Not Picked,0
15,2024-04-24,Low,Picked,0
15,2024-04-25,Medium,Not Picked,1
15,2024-04-26,Medium,Picked,0
15,2024-04-27,High,Picked,0
15,2024-04-28,Low,Not Picked,0
15,2024-04-29,Low,Not Picked,0
16,2024-01-01,Medium,Not Picked,0
16,2024-01-02,Low,Not Picked,0
16,2024-01-03,Medium,Not Picked,0
16,2024-01-04,Medium,Picked,0
16,2024-01-05,Medium,Not Picked,0
16,2024-01-06,High,Not Picked,2
16,2024-01-07,Low,Not Picked,1
16,2024-01-08,High,Picked,0
16,2024-01-09,Medium,Not Picked,1
16,2024-01-10,High,Not Picked,2
16,2024-01-11,Low,Not Picked,2
16,2024-01-12,Low,Not Picked,1
16,2024-01-13,Medium,Picked,0
16,2024-01-14,High,Not Picked,1
16,2024-01-15,Medium,Not Picked,1
16,2024-01-16,Medium,Not Picked,2
16,2024-01-17,Low,Not Picked,2
16,2024-01-18,Medium,Picked,0
16,2024-01-19,Medium,Not Picked,1
16,2024-01-20,Low,Not Picked,1
16,2024-01-21,Medium,Not Picked,1
16,2024-01-22,Medium,Not Picked,2
16,2024-01-23,Low,Not Picked,2
16,2024-01-24,High,Picked,0
16,2024-01-25,Medium,Not Picked,0
16,2024-01-26,Medium,Not Picked,1
16,2024-01-27,Low,Not Picked,1
16,2024-01-28,Low,Picked,0
16,2024-01-29,Medium,Picked,0
16,2024-01-30,Low,Not Picked,0
16,2024-01-31,Low,Not Picked,0
16,2024-02-01,Low,Not Picked,0
16,2024-02-02,Low,Not Picked,0
16,2024-02-03,Low,Not Picked,0
16,2024-02-04,Medium,Picked,0
16,2024-02-05,High,Not Picked,2
16,2024-02-06,Low,Not Picked,2
16,2024-02-07,High,Picked,0
16,2024-02-08,Medium,Not Picked,1
16,2024-02-09,Low,Not Picked,0
16,2024-02-10,Low,Picked,0
16,2024-02-11,Low,Picked,0
16,2024-02-12,Low,Not Picked,0
16,2024-02-13,Low,Not Picked,0
16,2024-02-14,Medium,Not Picked,0
16,2024-02-15,Low,Picked,0
16,2024-02-16,Medium,Not Picked,1
16,2024-02-17,High,Picked,0
16,2024-02-18,Low,Not Picked,0
16,2024-02-19,Low,Not Picked,0
16,2024-02-20,Medium,Not Picked,1
16,2024-02-21,Low,Picked,0
16,2024-02-22,Medium,Not Picked,1
16,2024-02-23,Medium,Picked,0
16,2024-02-24,Medium,Not Picked,1
16,2024-02-25,Medium,Not Picked,1
16,2024-02-26,Medium,Not Picked,2
16,2024-02-27,Low,Not Picked,2
16,2024-02-28,Low,Not Picked,2
16,2024-02-29,Low,Not Picked,1
16,2024-03-01,Low,Not Picked,0
16,2024-03-02,Medium,Not Picked,0
16,2024-03-03,Low,Picked,0
16,2024-03-04,Low,Not Picked,0
16,2024-03-05,Medium,Not Picked,0
16,2024-03-06,Low,Not Picked,0
16,2024-03-07,Low,Not Picked,0
16,2024-03-08,Medium,Not Picked,0
16,2024-03-09,Medium,Picked,0
16,2024-03-10,Medium,Picked,0
16,2024-03-11,Low,Not Picked,0
16,2024-03-12,Low,Picked,0
16,2024-03-13,Low,Not Picked,0
16,2024-03-14,High,Not Picked,2
16,2024-03-15,Low,Not Picked,1
16,2024-03-16,Medium,Picked,0
16,2024-03-17,High,Picked,0
16,2024-03-18,Low,Not Picked,0
16,2024-03-19,High,Picked,0
16,2024-03-20,Medium,Not Picked,0
16,2024-03-21,Medium,Not Picked,0
16,2024-03-22,Medium,Picked,0
16,2024-03-23,High,Not Picked,2
16,2024-03-24,High,Picked,0
16,2024-03-25,Medium,Not Picked,0
16,2024-03-26,Medium,Not Picked,0
16,2024-03-27,High,Not Picked,2
16,2024-03-28,Low,Not Picked,1
16,2024-03-29,Low,Not Picked,1
16,2024-03-30,Low,Not Picked,1
16,2024-03-31,Medium,Picked,0
16,2024-04-01,Medium,Not Picked,1
16,2024-04-02,High,Picked,0
16,2024-04-03,Medium,Not Picked,0
16,2024-04-04,Medium,Picked,0
16,2024-04-05,Medium,Not Picked,1
16,2024-04-06,Medium,Not Picked,1
16,2024-04-07,Low,Picked,0
16,2024-04-08,Medium,Not Picked,1
16,2024-04-09,Low,Not Picked,0
16,2024-04-10,Low,Not Picked,0
16,2024-04-11,Low,Picked,0
16,2024-04-12,Low,Picked,0
16,2024-04-13,Low,Not Picked,0
16,2024-04-14,Low,Not Picked,0
16,2024-04-15,Low,Not Picked,0
16,2024-04-16,High,Not Picked,1
16,2024-04-17,Medium,Picked,0
16,2024-04-18,Medium,Not Picked,0
16,2024-04-19,Low,Not Picked,0
16,2024-04-20,Low,Not Picked,0
16,2024-04-21,Low,Not Picked,0
16,2024-04-22,Medium,Picked,0
16,2024-04-23,Low,Not Picked,0
16,2024-04-24,Low,Not Picked,0
16,2024-04-25,Low,Not Picked,0
16,2024-04-26,Low,Not Picked,0
16,2024-04-27,Medium,Not Picked,1
16,2024-04-28,Low,Not Picked,0
16,2024-04-29,Medium,Not Picked,1
17,2024-01-01,Medium,Not Picked,0
17,2024-01-02,Low,Not Picked,0
17,2024-01-03,Low,Not Picked,0
17,2024-01-04,Medium,Not Picked,0
17,2024-01-05,Medium,Not Picked,0
17,2024-01-06,Low,Not Picked,0
17,2024-01-07,Low,Not Picked,0
17,2024-01-08,Low,Picked,0
17,2024-01-09,Low,Not Picked,0
17,2024-01-10,Medium,Not Picked,1
17,2024-01-11,Low,Not Picked,0
17,2024-01-12,Medium,Picked,0
17,2024-01-13,Low,Not Picked,0
17,2024-01-14,Low,Not Picked,0
17,2024-01-15,Medium,Picked,0
17,2024-01-16,Medium,Not Picked,0
17,2024-01-17,Medium,Not Picked,1
17,2024-01-18,Low,Not Picked,0
17,2024-01-19,Medium,Not Picked,0
17,2024-01-20,Low,Not Picked,0
17,2024-01-21,Low,Picked,0
17,2024-01-22,Medium,Not Picked,1
17,2024-01-23,Medium,Not Picked,1
17,2024-01-24,Medium,Not Picked,1
17,2024-01-25,Medium,Picked,0
17,2024-01-26,Medium,Not Picked,1
17,2024-01-27,Medium,Not Picked,2
17,2024-01-28,Medium,Not Picked,2
17,2024-01-29,High,Picked,0
17,2024-01-30,Medium,Not Picked,1
17,2024-01-31,Medium,Not Picked,2
17,2024-02-01,Low,Picked,0
17,2024-02-02,High,Not Picked,2
17,2024-02-03,High,Picked,0
17,2024-02-04,High,Not Picked,2
17,2024-02-05,Low,Picked,0
17,2024-02-06,Low,Not Picked,0
17,2024-02-07,Medium,Not Picked,1
17,2024-02-08,Medium,Picked,0
17,2024-02-09,Low,Not Picked,0
17,2024-02-10,Medium,Not Picked,1
17,2024-02-11,Medium,Picked,0
17,2024-02-12,Low,Not Picked,0
17,2024-02-13,High,Picked,0
17,2024-02-14,High,Not Picked,1
17,2024-02-15,Medium,Not Picked,2
17,2024-02-16,Medium,Not Picked,3
17,2024-02-17,Low,Picked,0
17,2024-02-18,Low,Not Picked,0
17,2024-02-19,Medium,Not Picked,1
17,2024-02-20,Low,Not Picked,1
17,2024-02-21,Low,Not Picked,1
17,2024-02-22,Medium,Not Picked,1
17,2024-02-23,Low,Picked,0
17,2024-02-24,Low,Not Picked,0
17,2024-02-25,Medium,Not Picked,1
17,2024-02-26,Low,Picked,0
17,2024-02-27,Low,Not Picked,0
17,2024-02-28,Medium,Not Picked,1
17,2024-02-29,Medium,Picked,0
17,2024-03-01,Medium,Not Picked,1
17,2024-03-02,Low,Not Picked,1
17,2024-03-03,High,Picked,0
17,2024-03-04,Low,Not Picked,0
17,2024-03-05,High,Not Picked,2
17,2024-03-06,High,Not Picked,3
17,2024-03-07,High,Picked,0
17,2024-03-08,High,Not Picked,1
17,2024-03-09,Low,Not Picked,1
17,2024-03-10,Low,Not Picked,1
17,2024-03-11,Low,Not Picked,0
17,2024-03-12,Low,Not Picked,0
17,2024-03-13,Medium,Not Picked,1
17,2024-03-14,Medium,Not Picked,1
17,2024-03-15,Medium,Not Picked,2
17,2024-03-16,Low,Picked,0
17,2024-03-17,Low,Picked,0
17,2024-03-18,Medium,Not Picked,1
17,2024-03-19,Medium,Picked,0
17,2024-03-20,Low,Not Picked,0
17,2024-03-21,Medium,Not Picked,0
17,2024-03-22,Medium,Not Picked,0
17,2024-03-23,Medium,Not Picked,1
17,2024-03-24,Low,Not Picked,0
17,2024-03-25,Low,Not Picked,0
17,2024-03-26,Low,Not Picked,0
17,2024-03-27,Medium,Picked,0
17,2024-03-28,Medium,Not Picked,0
17,2024-03-29,Low,Not Picked,0
17,2024-03-30,Low,Not Picked,0
17,2024-03-31,Medium,Not Picked,0
17,2024-04-01,High,Not Picked,2
17,2024-04-02,Medium,Not Picked,2
17,2024-04-03,High,Not Picked,4
17,2024-04-04,Low,Picked,0
17,2024-04-05,Low,Picked,0
17,2024-04-06,High,Not Picked,1
17,2024-04-07,Medium,Picked,0
17,2024-04-08,Low,Not Picked,0
17,2024-04-09,Low,Not Picked,0
17,2024-04-10,Medium,Not Picked,0
17,2024-04-11,High,Not Picked,2
17,2024-04-12,Medium,Picked,0
17,2024-04-13,Medium,Picked,0
17,2024-04-14,Low,Not Picked,0
17,2024-04-15,Low,Not Picked,0
17,2024-04-16,Low,Not Picked,0
17,2024-04-17,Low,Not Picked,0
17,2024-04-18,High,Picked,0
17,2024-04-19,Low,Not Picked,0
17,2024-04-20,High,Picked,0
17,2024-04-21,High,Picked,0
17,2024-04-22,Medium,Picked,0
17,2024-04-23,Low,Not Picked,0
17,2024-04-24,Medium,Not Picked,1
17,2024-04-25,High,Not Picked,2
17,2024-04-26,High,Picked,0
17,2024-04-27,High,Picked,0
17,2024-04-28,Low,Picked,0
17,2024-04-29,Low,Picked,0
18,2024-01-01,Low,Picked,0
18,2024-01-02,High,Not Picked,2
18,2024-01-03,Low,Picked,0
18,2024-01-04,Medium,Picked,0
18,2024-01-05,Low,Not Picked,0
18,2024-01-06,High,Not Picked,1
18,2024-01-07,Medium,Not Picked,2
18,2024-01-08,Low,Not Picked,1
18,2024-01-09,Medium,Not Picked,1
18,2024-01-10,Low,Not Picked,1
18,2024-01-11,Low,Picked,0
18,2024-01-12,Low,Not Picked,0
18,2024-01-13,Low,Picked,0
18,2024-01-14,Low,Not Picked,0
18,2024-01-15,Low,Picked,0
18,2024-01-16,Low,Not Picked,0
18,2024-01-17,Medium,Not Picked,0
18,2024-01-18,High,Picked,0
18,2024-01-19,High,Not Picked,1
18,2024-01-20,Medium,Not Picked,2
18,2024-01-21,Medium,Picked,0
18,2024-01-22,Medium,Not Picked,1
18,2024-01-23,High,Picked,0
18,2024-01-24,Medium,Not Picked,0
18,2024-01-25,High,Not Picked,2
18,2024-01-26,Low,Picked,0
18,2024-01-27,Low,Not Picked,0
18,2024-01-28,Medium,Not Picked,0
18,2024-01-29,Low,Not Picked,0
18,2024-01-30,Medium,Not Picked,0
18,2024-01-31,Low,Not Picked,0
18,2024-02-01,Medium,Picked,0
18,2024-02-02,Medium,Not Picked,0
18,2024-02-03,Medium,Not Picked,0
18,2024-02-04,Low,Not Picked,0
18,2024-02-05,High,Not Picked,2
18,2024-02-06,Medium,Picked,0
18,2024-02-07,Low,Not Picked,0
18,2024-02-08,Low,Not Picked,0
18,2024-02-09,High,Picked,0
18,2024-02-10,Low,Not Picked,0
18,2024-02-11,Medium,Picked,0
18,2024-02-12,Medium,Not Picked,1
18,2024-02-13,Low,Not Picked,1
18,2024-02-14,Low,Picked,0
18,2024-02-15,Medium,Picked,0
18,2024-02-16,Medium,Picked,0
18,2024-02-17,High,Picked,0
18,2024-02-18,Medium,Not Picked,1
18,2024-02-19,High,Picked,0
18,2024-02-20,High,Not Picked,2
18,2024-02-21,Medium,Not Picked,2
18,2024-02-22,Low,Picked,0
18,2024-02-23,Low,Not Picked,0
18,2024-02-24,Medium,Picked,0
18,2024-02-25,Low,Picked,0
18,2024-02-26,Low,Not Picked,0
18,2024-02-27,Medium,Not Picked,0
18,2024-02-28,Medium,Not Picked,1
18,2024-02-29,Low,Not Picked,0
18,2024-03-01,Medium,Not Picked,0
18,2024-03-02,Medium,Not Picked,0
18,2024-03-03,Medium,Not Picked,0
18,2024-03-04,High,Not Picked,1
18,2024-03-05,Medium,Picked,0
18,2024-03-06,Low,Not Picked,0
18,2024-03-07,Low,Picked,0
18,2024-03-08,High,Picked,0
18,2024-03-09,Low,Not Picked,0
18,2024-03-10,Low,Picked,0
18,2024-03-11,Medium,Not Picked,0
18,2024-03-12,High,Picked,0
18,2024-03-13,Medium,Picked,0
18,2024-03-14,Low,Not Picked,0
18,2024-03-15,Low,Not Picked,0
18,2024-03-16,Low,Not Picked,0
18,2024-03-17,Low,Not Picked,0
18,2024-03-18,Low,Not Picked,0
18,2024-03-19,Low,Not Picked,0
18,2024-03-20,Low,Not Picked,0
18,2024-03-21,High,Picked,0
18,2024-03-22,Low,Not Picked,0
18,2024-03-23,Medium,Not Picked,1
18,2024-03-24,High,Not Picked,2
18,2024-03-25,Medium,Not Picked,3
18,2024-03-26,Low,Not Picked,2
18,2024-03-27,Low,Not Picked,2
18,2024-03-28,Low,Not Picked,2
18,2024-03-29,High,Not Picked,3
18,2024-03-30,Low,Not Picked,3
18,2024-03-31,Low,Not Picked,3
18,2024-04-01,Medium,Picked,0
18,2024-04-02,High,Picked,0
18,2024-04-03,Medium,Not Picked,0
18,2024-04-04,Low,Not Picked,0
18,2024-04-05,High,Not Picked,1
18,2024-04-06,Low,Not Picked,0
18,2024-04-07,Low,Not Picked,0
18,2024-04-08,Low,Not Picked,0
18,2024-04-09,High,Not Picked,1
18,2024-04-10,Low,Picked,0
18,2024-04-11,Low,Not Picked,0
18,2024-04-12,Low,Not Picked,0
18,2024-04-13,Low,Not Picked,0
18,2024-04-14,Low,Picked,0
18,2024-04-15,Low,Not Picked,0
18,2024-04-16,Medium,Not Picked,0
18,2024-04-17,Medium,Picked,0
18,2024-04-18,High,Not Picked,2
18,2024-04-19,High,Not Picked,3
18,2024-04-20,High,Not Picked,4
18,2024-04-21,Medium,Picked,0
18,2024-04-22,Medium,Not Picked,1
18,2024-04-23,Low,Not Picked,0
18,2024-04-24,Medium,Picked,0
18,2024-04-25,Medium,Picked,0
18,2024-04-26,High,Picked,0
18,2024-04-27,Medium,Not Picked,1
18,2024-04-28,Medium,Not Picked,1
18,2024-04-29,Medium,Not Picked,1
19,2024-01-01,High,Picked,0
19,2024-01-02,Low,Not Picked,0
19,2024-01-03,Low,Not Picked,0
19,2024-01-04,Medium,Not Picked,0
19,2024-01-05,Medium,Not Picked,0
19,2024-01-06,Medium,Not Picked,0
19,2024-01-07,High,Not Picked,1
19,2024-01-08,Medium,Not Picked,2
19,2024-01-09,High,Picked,0
19,2024-01-10,Low,Not Picked,0
19,2024-01-11,High,Not Picked,1
19,2024-01-12,Medium,Not Picked,2
19,2024-01-13,Low,Picked,0
19,2024-01-14,Medium,Not Picked,1
19,2024-01-15,High,Picked,0
19,2024-01-16,High,Picked,0
19,2024-01-17,Medium,Not Picked,0
19,2024-01-18,Low,Not Picked,0
19,2024-01-19,Low,Not Picked,0
19,2024-01-20,Medium,Picked,0
19,2024-01-21,Low,Picked,0
19,2024-01-22,Low,Picked,0
19,2024-01-23,High,Not Picked,1
19,2024-01-24,Low,Not Picked,0
19,2024-01-25,Low,Not Picked,0
19,2024-01-26,High,Not Picked,1
19,2024-01-27,High,Picked,0
19,2024-01-28,Low,Not Picked,0
19,2024-01-29,Medium,Not Picked,0
19,2024-01-30,Medium,Not Picked,0
19,2024-01-31,Low,Not Picked,0
19,2024-02-01,Low,Not Picked,0
19,2024-02-02,Low,Not Picked,0
19,2024-02-03,Medium,Not Picked,0
19,2024-02-04,High,Not Picked,1
19,2024-02-05,High,Not Picked,3
19,2024-02-06,Low,Picked,0
19,2024-02-07,Low,Not Picked,0
19,2024-02-08,Low,Picked,0
19,2024-02-09,Low,Not Picked,0
19,2024-02-10,Low,Not Picked,0
19,2024-02-11,Medium,Not Picked,1
19,2024-02-12,Low,Not Picked,1
19,2024-02-13,Low,Not Picked,0
19,2024-02-14,High,Not Picked,1
19,2024-02-15,Medium,Picked,0
19,2024-02-16,Low,Not Picked,0
19,2024-02-17,Low,Not Picked,0
19,2024-02-18,Low,Not Picked,0
19,2024-02-19,Medium,Not Picked,0
19,2024-02-20,Medium,Not Picked,0
19,2024-02-21,Low,Not Picked,0
19,2024-02-22,Low,Not Picked,0
19,2024-02-23,Low,Not Picked,0
19,2024-02-24,Medium,Not Picked,1
19,2024-02-25,Low,Not Picked,1
19,2024-02-26,Medium,Not Picked,2
19,2024-02-27,Medium,Not Picked,2
19,2024-02-28,Low,Picked,0
19,2024-02-29,Medium,Not Picked,1
19,2024-03-01,High,Picked,0
19,2024-03-02,Medium,Not Picked,0
19,2024-03-03,Low,Not Picked,0
19,2024-03-04,Low,Not Picked,0
19,2024-03-05,Low,Not Picked,0
19,2024-03-06,Medium,Not Picked,0
19,2024-03-07,Low,Not Picked,0
19,2024-03-08,Medium,Not Picked,1
19,2024-03-09,Medium,Picked,0
19,2024-03-10,Low,Not Picked,0
19,2024-03-11,Low,Not Picked,0
19,2024-03-12,Medium,Not Picked,1
19,2024-03-13,Medium,Picked,0
19,2024-03-14,Low,Not Picked,0
19,2024-03-15,Medium,Not Picked,0
19,2024-03-16,Low,Not Picked,0
19,2024-03-17,Low,Not Picked,0
19,2024-03-18,Low,Not Picked,0
19,2024-03-19,Medium,Not Picked,0
19,2024-03-20,High,Not Picked,1
19,2024-03-21,Low,Not Picked,1
19,2024-03-22,Medium,Picked,0
19,2024-03-23,Low,Not Picked,0
19,2024-03-24,High,Not Picked,2
19,2024-03-25,Medium,Not Picked,2
19,2024-03-26,High,Not Picked,4
19,2024-03-27,Low,Picked,0
19,2024-03-28,Medium,Not Picked,1
19,2024-03-29,Low,Picked,0
19,2024-03-30,Medium,Not Picked,0
19,2024-03-31,Medium,Picked,0
19,2024-04-01,Low,Not Picked,0
19,2024-04-02,Medium,Not Picked,1
19,2024-04-03,Low,Picked,0
19,2024-04-04,Medium,Picked,0
19,2024-04-05,High,Not Picked,2
19,2024-04-06,Low,Not Picked,1
19,2024-04-07,High,Not Picked,3
19,2024-04-08,Low,Not Picked,2
19,2024-04-09,Low,Picked,0
19,2024-04-10,Medium,Not Picked,1
19,2024-04-11,Low,Picked,0
19,2024-04-12,Medium,Not Picked,1
19,2024-04-13,Low,Not Picked,0
19,2024-04-14,Medium,Not Picked,1
19,2024-04-15,High,Not Picked,3
19,2024-04-16,High,Picked,0
19,2024-04-17,Medium,Picked,0
19,2024-04-18,Low,Not Picked,0
19,2024-04-19,High,Picked,0
19,2024-04-20,Low,Not Picked,0
19,2024-04-21,Low,Not Picked,0
19,2024-04-22,Low,Not Picked,0
19,2024-04-23,High,Not Picked,2
19,2024-04-24,Low,Not Picked,1
19,2024-04-25,Medium,Not Picked,1
19,2024-04-26,Medium,Picked,0
19,2024-04-27,Low,Picked,0
19,2024-04-28,High,Not Picked,2
19,2024-04-29,Low,Not Picked,1
20,2024-01-01,High,Not Picked,1
20,2024-01-02,High,Picked,0
20,2024-01-03,Medium,Not Picked,0
20,2024-01-04,High,Not Picked,2
20,2024-01-05,Low,Picked,0
20,2024-01-06,Low,Not Picked,0
20,2024-01-07,Low,Not Picked,0
20,2024-01-08,Medium,Not Picked,0
20,2024-01-09,Medium,Picked,0
20,2024-01-10,Medium,Not Picked,0
20,2024-01-11,Low,Not Picked,0
20,2024-01-12,Medium,Not Picked,1
20,2024-01-13,Low,Not Picked,0
20,2024-01-14,Medium,Not Picked,1
20,2024-01-15,High,Not Picked,3
20,2024-01-16,Low,Picked,0
20,2024-01-17,High,Not Picked,2
20,2024-01-18,High,Not Picked,4
20,2024-01-19,Medium,Picked,0
20,2024-01-20,Medium,Picked,0
20,2024-01-21,Low,Picked,0
20,2024-01-22,High,Picked,0
20,2024-01-23,Medium,Picked,0
20,2024-01-24,Low,Not Picked,0
20,2024-01-25,Medium,Not Picked,0
20,2024-01-26,Medium,Not Picked,1
20,2024-01-27,Low,Not Picked,1
20,2024-01-28,Low,Picked,0
20,2024-01-29,High,Not Picked,2
20,2024-01-30,Low,Not Picked,2
20,2024-01-31,Medium,Picked,0
20,2024-02-01,Low,Not Picked,0
20,2024-02-02,Medium,Not Picked,1
20,2024-02-03,Medium,Not Picked,2
20,2024-02-04,Medium,Picked,0
20,2024-02-05,Medium,Not Picked,1
20,2024-02-06,High,Not Picked,2
20,2024-02-07,Medium,Picked,0
20,2024-02-08,Low,Not Picked,0
20,2024-02-09,Low,Not Picked,0
20,2024-02-10,Low,Not Picked,0
20,2024-02-11,Medium,Not Picked,1
20,2024-02-12,Low,Not Picked,0
20,2024-02-13,Medium,Not Picked,0
20,2024-02-14,Medium,Not Picked,1
20,2024-02-15,High,Picked,0
20,2024-02-16,Medium,Not Picked,0
20,2024-02-17,Low,Not Picked,0
20,2024-02-18,Low,Picked,0
20,2024-02-19,High,Picked,0
20,2024-02-20,Medium,Picked,0
20,2024-02-21,Low,Not Picked,0
20,2024-02-22,Medium,Not Picked,1
20,2024-02-23,Medium,Picked,0
20,2024-02-24,Medium,Not Picked,0
20,2024-02-25,Medium,Not Picked,0
20,2024-02-26,Low,Picked,0
20,2024-02-27,Medium,Not Picked,1
20,2024-02-28,Low,Not Picked,0
20,2024-02-29,Low,Not Picked,0
20,2024-03-01,High,Not Picked,2
20,2024-03-02,Low,Not Picked,1
20,2024-03-03,Low,Not Picked,1
20,2024-03-04,High,Not Picked,3
20,2024-03-05,High,Not Picked,4
20,2024-03-06,Low,Not Picked,4
20,2024-03-07,Low,Picked,0
20,2024-03-08,Low,Not Picked,0
20,2024-03-09,Low,Not Picked,0
20,2024-03-10,Low,Not Picked,0
20,2024-03-11,Low,Not Picked,0
20,2024-03-12,Low,Picked,0
20,2024-03-13,Medium,Not Picked,0
20,2024-03-14,Low,Not Picked,0
20,2024-03-15,Medium,Not Picked,0
20,2024-03-16,High,Not Picked,1
20,2024-03-17,High,Not Picked,3
20,2024-03-18,Low,Not Picked,2
20,2024-03-19,Medium,Not Picked,3
20,2024-03-20,Low,Picked,0
20,2024-03-21,Low,Not Picked,0
20,2024-03-22,Low,Not Picked,0
20,2024-03-23,Low,Not Picked,0
20,2024-03-24,Low,Not Picked,0
20,2024-03-25,Medium,Picked,0
20,2024-03-26,Low,Not Picked,0
20,2024-03-27,High,Not Picked,1
20,2024-03-28,Low,Not Picked,1
20,2024-03-29,Low,Picked,0
20,2024-03-30,Low,Picked,0
20,2024-03-31,Medium,Not Picked,0
20,2024-04-01,Medium,Not Picked,0
20,2024-04-02,High,Picked,0
20,2024-04-03,High,Picked,0
20,2024-04-04,Medium,Not Picked,1
20,2024-04-05,Low,Not Picked,0
20,2024-04-06,Low,Not Picked,0
20,2024-04-07,High,Not Picked,1
20,2024-04-08,Medium,Picked,0
20,2024-04-09,Medium,Not Picked,1
20,2024-04-10,Medium,Not Picked,2
20,2024-04-11,Low,Picked,0
20,2024-04-12,Medium,Not Picked,1
20,2024-04-13,Medium,Not Picked,2
20,2024-04-14,Medium,Picked,0
20,2024-04-15,Medium,Not Picked,1
20,2024-04-16,Medium,Picked,0
20,2024-04-17,Medium,Not Picked,1
20,2024-04-18,Low,Not Picked,0
